hypothesis,kind,label,entity,sector,counterparty,counterparty_sector,lag_q,pearson,spearman,p_value,n,sign_expected,significant
P4,기업간,고객 매출 → 공급사 매출,Dell Technologies,Server OEM,MACOM Technology,Server Networking,3,-0.856,-0.814,0.0,18,+,False
P4,기업간,고객 매출 → 공급사 매출,Dell Technologies,Server OEM,Semtech,Server Networking,0,0.111,0.103,0.6226,22,+,False
P4,기업간,고객 매출 → 공급사 매출,Hewlett Packard Enterprise,Server OEM,Applied Optoelectronics,Server Networking,4,0.336,0.339,0.137,21,+,False
P4,기업간,고객 매출 → 공급사 매출,Hewlett Packard Enterprise,Server OEM,Arista Networks,Server Networking,3,-0.203,0.008,0.3639,22,+,False
P4,기업간,고객 매출 → 공급사 매출,Hewlett Packard Enterprise,Server OEM,Broadcom,Server Networking,0,0.84,0.8,0.0,19,+,True
P4,기업간,고객 매출 → 공급사 매출,Hewlett Packard Enterprise,Server OEM,Coherent Corp,Server Networking,4,0.072,-0.088,0.7435,23,+,False
P4,기업간,고객 매출 → 공급사 매출,Hewlett Packard Enterprise,Server OEM,Cisco,Server Networking,2,0.503,0.664,0.0103,25,+,True
P4,기업간,고객 매출 → 공급사 매출,Hewlett Packard Enterprise,Server OEM,Fabrinet,Server Networking,4,0.465,0.396,0.0252,23,+,True
P4,기업간,고객 매출 → 공급사 매출,Hewlett Packard Enterprise,Server OEM,Lumentum,Server Networking,4,-0.464,-0.47,0.0256,23,+,False
P4,기업간,고객 매출 → 공급사 매출,Hewlett Packard Enterprise,Server OEM,MACOM Technology,Server Networking,4,0.271,0.063,0.222,22,+,False
P4,기업간,고객 매출 → 공급사 매출,Hewlett Packard Enterprise,Server OEM,Semtech,Server Networking,1,0.5,0.583,0.0177,22,+,True
P4,기업간,고객 매출 → 공급사 매출,Super Micro Computer,Server OEM,Applied Optoelectronics,Server Networking,0,0.564,0.167,0.0063,22,+,True
P4,기업간,고객 매출 → 공급사 매출,Super Micro Computer,Server OEM,Arista Networks,Server Networking,2,0.409,0.392,0.0736,20,+,False
P4,기업간,고객 매출 → 공급사 매출,Super Micro Computer,Server OEM,Broadcom,Server Networking,0,0.951,0.919,0.0,19,+,True
P4,기업간,고객 매출 → 공급사 매출,Super Micro Computer,Server OEM,Coherent Corp,Server Networking,0,-0.601,-0.649,0.0019,24,+,False
P4,기업간,고객 매출 → 공급사 매출,Super Micro Computer,Server OEM,Cisco,Server Networking,3,0.188,0.221,0.4138,21,+,False
P4,기업간,고객 매출 → 공급사 매출,Super Micro Computer,Server OEM,Fabrinet,Server Networking,1,0.547,0.593,0.0069,23,+,True
P4,기업간,고객 매출 → 공급사 매출,Super Micro Computer,Server OEM,Lumentum,Server Networking,3,0.209,-0.009,0.364,21,+,False
P4,기업간,고객 매출 → 공급사 매출,Super Micro Computer,Server OEM,MACOM Technology,Server Networking,0,0.516,0.28,0.0118,23,+,True
P4,기업간,고객 매출 → 공급사 매출,Super Micro Computer,Server OEM,Semtech,Server Networking,0,0.279,0.574,0.1979,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,AMD,AI Chip,4,0.378,0.43,0.0913,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,NVIDIA,AI Chip,4,-0.272,0.017,0.2328,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,AMD,AI Chip,2,0.622,0.358,0.0015,23,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,NVIDIA,AI Chip,3,0.059,-0.029,0.7925,22,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,AMD,AI Chip,4,-0.325,0.061,0.1505,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,NVIDIA,AI Chip,0,0.606,0.459,0.0017,24,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,AMD,AI Chip,4,-0.49,-0.431,0.024,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,NVIDIA,AI Chip,0,0.952,0.645,0.0,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,AMD,AI Chip,3,0.71,0.691,0.0021,16,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,NVIDIA,AI Chip,1,-0.821,-0.441,0.0,18,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,AMD,AI Chip,3,0.102,0.434,0.6525,22,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,NVIDIA,AI Chip,1,0.448,0.635,0.0279,24,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,AMD,AI Chip,3,0.455,0.437,0.0501,19,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,NVIDIA,AI Chip,0,0.927,0.697,0.0,22,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,Intel,CPU,0,0.125,0.361,0.61,19,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,Intel,CPU,3,-0.768,-0.485,0.0,22,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,Intel,CPU,1,0.155,0.275,0.5017,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,Intel,CPU,2,0.669,0.698,0.0005,23,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,Intel,CPU,3,0.746,0.748,0.0001,22,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,Intel,CPU,0,0.103,0.052,0.6253,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,Intel,CPU,2,-0.815,-0.811,0.0,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,AMD,AI Chip,Micron Technology,DRAM,0,0.006,0.126,0.9783,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,NVIDIA,AI Chip,Micron Technology,DRAM,0,0.8,0.79,0.0,24,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Qualcomm,AI Chip,Micron Technology,DRAM,0,0.341,0.429,0.0949,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,Micron Technology,DRAM,2,0.26,0.426,0.2195,24,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,Micron Technology,DRAM,0,0.333,0.26,0.1043,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,Micron Technology,DRAM,0,0.359,0.294,0.0781,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,Micron Technology,DRAM,0,0.565,0.069,0.0026,26,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,Micron Technology,DRAM,2,-0.692,-0.577,0.0015,18,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,Micron Technology,DRAM,0,0.488,0.592,0.0133,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,Micron Technology,DRAM,0,0.797,0.746,0.0,23,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,Seagate Technology,NAND,1,0.262,0.29,0.2066,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,Western Digital,NAND,2,0.779,0.733,0.0,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,Seagate Technology,NAND,4,0.203,0.179,0.3529,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,Western Digital,NAND,4,0.07,0.075,0.7497,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,Seagate Technology,NAND,1,0.817,0.888,0.0,26,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,Western Digital,NAND,0,0.341,0.333,0.0886,26,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,Seagate Technology,NAND,1,0.706,0.39,0.0001,26,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,Western Digital,NAND,4,-0.53,-0.449,0.0092,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,Seagate Technology,NAND,3,-0.934,-0.831,0.0,18,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,Western Digital,NAND,0,0.315,0.342,0.1645,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,Seagate Technology,NAND,2,0.4,0.394,0.0473,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,Western Digital,NAND,0,0.239,0.378,0.2397,26,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,Seagate Technology,NAND,2,0.715,0.321,0.0002,22,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,Western Digital,NAND,4,-0.562,-0.439,0.0098,20,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,AMD,AI Chip,Seagate Technology,NAND,0,0.472,0.442,0.0173,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,AMD,AI Chip,Western Digital,NAND,2,-0.361,-0.431,0.0764,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,NVIDIA,AI Chip,Seagate Technology,NAND,1,0.873,0.804,0.0,24,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,NVIDIA,AI Chip,Western Digital,NAND,4,-0.365,-0.391,0.1033,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Qualcomm,AI Chip,Seagate Technology,NAND,0,0.66,0.701,0.0002,26,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Qualcomm,AI Chip,Western Digital,NAND,0,0.763,0.749,0.0,26,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Micron Technology,DRAM,Applied Materials,HW Equipment,4,0.308,0.35,0.163,22,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Micron Technology,DRAM,FormFactor,HW Equipment,2,0.646,0.678,0.0009,23,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Micron Technology,DRAM,KLA,HW Equipment,4,0.496,0.502,0.016,23,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Micron Technology,DRAM,Lam Research,HW Equipment,4,0.186,0.165,0.3954,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Micron Technology,DRAM,MKS Instruments,HW Equipment,4,0.06,0.177,0.7959,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Micron Technology,DRAM,Onto Innovation,HW Equipment,4,0.588,0.574,0.0051,21,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Intel,CPU,Applied Materials,HW Equipment,0,0.305,0.318,0.1387,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Intel,CPU,FormFactor,HW Equipment,4,0.048,-0.258,0.8351,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Intel,CPU,KLA,HW Equipment,0,0.334,0.303,0.1032,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Intel,CPU,Lam Research,HW Equipment,0,0.487,0.475,0.0135,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Intel,CPU,MKS Instruments,HW Equipment,0,0.446,0.407,0.0253,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Intel,CPU,Onto Innovation,HW Equipment,0,0.04,0.217,0.8483,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,AMD,AI Chip,Amkor Technology,OSAT/Packaging,0,0.182,0.162,0.3843,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,NVIDIA,AI Chip,Amkor Technology,OSAT/Packaging,1,0.299,0.427,0.176,22,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Qualcomm,AI Chip,Amkor Technology,OSAT/Packaging,0,0.756,0.769,0.0,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Intel,CPU,Amkor Technology,OSAT/Packaging,0,0.236,0.222,0.2561,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,Applied Optoelectronics,Server Networking,4,-0.465,-0.406,0.0335,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,Arista Networks,Server Networking,4,0.36,0.338,0.1091,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,Broadcom,Server Networking,2,-0.658,-0.674,0.0041,17,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,Coherent Corp,Server Networking,0,0.771,0.594,0.0,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,Cisco,Server Networking,4,0.183,0.247,0.4025,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,Fabrinet,Server Networking,2,-0.312,-0.354,0.1293,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,MACOM Technology,Server Networking,4,0.222,0.144,0.3209,22,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Amazon,Hyperscaler,Semtech,Server Networking,2,-0.656,-0.717,0.0012,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,Applied Optoelectronics,Server Networking,1,-0.25,-0.413,0.2393,24,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,Arista Networks,Server Networking,1,-0.546,-0.42,0.0057,24,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,Broadcom,Server Networking,0,0.35,0.29,0.1542,18,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,Coherent Corp,Server Networking,4,0.407,0.342,0.0539,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,Cisco,Server Networking,0,-0.554,-0.535,0.004,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,Fabrinet,Server Networking,3,-0.84,-0.84,0.0,24,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,MACOM Technology,Server Networking,3,-0.64,-0.623,0.001,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Google,Hyperscaler,Semtech,Server Networking,0,0.314,0.409,0.1652,21,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,Applied Optoelectronics,Server Networking,0,0.479,0.273,0.0155,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,Arista Networks,Server Networking,3,0.624,0.442,0.0019,22,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,Broadcom,Server Networking,0,0.153,-0.121,0.5307,19,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,Coherent Corp,Server Networking,0,0.3,0.029,0.1369,26,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,Cisco,Server Networking,0,0.699,0.672,0.0001,26,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,Fabrinet,Server Networking,3,0.59,0.574,0.0024,24,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,MACOM Technology,Server Networking,3,0.46,0.317,0.0274,23,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Microsoft,Hyperscaler,Semtech,Server Networking,4,0.367,0.417,0.1113,20,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,Applied Optoelectronics,Server Networking,0,0.894,0.528,0.0,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,Arista Networks,Server Networking,2,0.52,0.464,0.0109,23,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,Broadcom,Server Networking,0,0.907,0.777,0.0,19,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,Coherent Corp,Server Networking,4,-0.409,-0.514,0.0525,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,Cisco,Server Networking,0,0.718,0.652,0.0,27,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,Fabrinet,Server Networking,4,0.596,0.652,0.0027,23,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,MACOM Technology,Server Networking,0,0.427,0.497,0.0295,26,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Oracle,Hyperscaler,Semtech,Server Networking,4,0.232,0.508,0.3255,20,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,Applied Optoelectronics,Server Networking,1,-0.874,-0.674,0.0,18,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,Arista Networks,Server Networking,1,0.283,0.453,0.2544,18,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,Broadcom,Server Networking,4,0.179,0.182,0.577,12,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,Coherent Corp,Server Networking,4,0.174,0.255,0.505,17,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,Cisco,Server Networking,4,-0.497,-0.527,0.0424,17,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,Fabrinet,Server Networking,4,-0.465,-0.478,0.0602,17,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,MACOM Technology,Server Networking,4,-0.674,-0.732,0.0042,16,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Dell Technologies,Server OEM,Semtech,Server Networking,2,0.557,0.689,0.0133,19,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,Applied Optoelectronics,Server Networking,0,0.461,0.376,0.0203,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,Arista Networks,Server Networking,2,0.882,0.922,0.0,23,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,Broadcom,Server Networking,2,0.601,0.637,0.0108,17,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,Coherent Corp,Server Networking,2,-0.606,-0.641,0.0013,25,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,Cisco,Server Networking,1,0.746,0.674,0.0,26,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,Fabrinet,Server Networking,3,0.582,0.523,0.0029,24,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,MACOM Technology,Server Networking,1,0.732,0.766,0.0,25,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Hewlett Packard Enterprise,Server OEM,Semtech,Server Networking,4,0.779,0.82,0.0001,20,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,Applied Optoelectronics,Server Networking,0,0.842,0.243,0.0,22,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,Arista Networks,Server Networking,2,0.423,0.558,0.0631,20,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,Broadcom,Server Networking,3,0.884,0.844,0.0,16,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,Coherent Corp,Server Networking,1,-0.425,-0.771,0.0431,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,Cisco,Server Networking,0,0.602,0.417,0.0019,24,+,True
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,Fabrinet,Server Networking,0,0.257,0.2,0.225,24,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,MACOM Technology,Server Networking,0,0.378,0.466,0.075,23,+,False
P5,기업간,고객 매입채무 → 공급사 매출채권,Super Micro Computer,Server OEM,Semtech,Server Networking,0,-0.291,-0.246,0.1787,23,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,AMD,AI Chip,1,0.371,0.349,0.0438,30,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Marvell Technology,AI Chip,0,0.545,0.301,0.0439,14,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,NVIDIA,AI Chip,1,0.687,0.642,0.0,30,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,AMD,AI Chip,1,-0.162,-0.171,0.4594,23,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Marvell Technology,AI Chip,0,0.504,0.483,0.0944,12,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,NVIDIA,AI Chip,0,0.176,0.29,0.4097,24,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,AMD,AI Chip,4,-0.18,-0.155,0.4001,24,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Marvell Technology,AI Chip,2,0.398,0.288,0.1589,14,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,NVIDIA,AI Chip,1,-0.545,-0.296,0.0033,27,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Intel,CPU,1,0.282,0.248,0.1918,23,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Intel,CPU,1,0.466,0.401,0.0143,27,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Intel,CPU,3,-0.45,-0.478,0.0163,28,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,AMD,AI Chip,Micron Technology,DRAM,4,0.225,0.252,0.2491,28,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Marvell Technology,AI Chip,Micron Technology,DRAM,0,0.291,0.029,0.3135,14,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,NVIDIA,AI Chip,Micron Technology,DRAM,0,0.17,0.305,0.3694,30,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Micron Technology,DRAM,0,0.558,0.413,0.0011,31,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Micron Technology,DRAM,0,0.163,0.234,0.4362,25,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Micron Technology,DRAM,0,-0.603,-0.251,0.0005,29,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Seagate Technology,NAND,0,0.03,-0.045,0.8692,32,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Western Digital,NAND,0,0.724,0.818,0.0001,24,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Seagate Technology,NAND,0,0.555,0.461,0.0032,26,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Western Digital,NAND,4,0.078,0.066,0.7652,17,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Seagate Technology,NAND,4,0.191,0.227,0.3507,26,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Western Digital,NAND,3,0.011,-0.093,0.9616,22,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,AMD,AI Chip,Seagate Technology,NAND,1,-0.397,-0.457,0.0268,31,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,AMD,AI Chip,Western Digital,NAND,4,0.214,0.223,0.3507,21,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Marvell Technology,AI Chip,Seagate Technology,NAND,4,0.454,0.555,0.1611,11,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Marvell Technology,AI Chip,Western Digital,NAND,4,0.217,0.3,0.5217,11,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,NVIDIA,AI Chip,Seagate Technology,NAND,4,0.317,0.288,0.1067,27,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,NVIDIA,AI Chip,Western Digital,NAND,2,0.032,-0.049,0.8897,21,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Micron Technology,DRAM,Applied Materials,HW Equipment,4,0.155,0.122,0.43,28,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Micron Technology,DRAM,FormFactor,HW Equipment,3,0.139,0.215,0.4811,28,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Micron Technology,DRAM,KLA,HW Equipment,4,0.18,0.098,0.3492,29,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Micron Technology,DRAM,Lam Research,HW Equipment,4,0.152,0.088,0.4325,29,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Micron Technology,DRAM,MKS Instruments,HW Equipment,4,0.231,0.072,0.2468,27,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Micron Technology,DRAM,Onto Innovation,HW Equipment,0,0.222,0.21,0.2296,31,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Intel,CPU,Applied Materials,HW Equipment,4,0.386,0.567,0.0427,28,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Intel,CPU,FormFactor,HW Equipment,0,-0.362,-0.256,0.0457,31,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Intel,CPU,KLA,HW Equipment,4,0.011,0.032,0.9542,29,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Intel,CPU,Lam Research,HW Equipment,2,-0.439,-0.407,0.0136,31,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Intel,CPU,MKS Instruments,HW Equipment,0,0.312,0.299,0.0871,31,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Intel,CPU,Onto Innovation,HW Equipment,1,0.23,0.507,0.2211,30,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,AMD,AI Chip,Amkor Technology,OSAT/Packaging,0,0.318,0.218,0.0813,31,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Marvell Technology,AI Chip,Amkor Technology,OSAT/Packaging,0,0.5,0.33,0.0816,13,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,NVIDIA,AI Chip,Amkor Technology,OSAT/Packaging,4,0.172,0.108,0.4117,25,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Intel,CPU,Amkor Technology,OSAT/Packaging,3,0.153,0.178,0.437,28,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Applied Optoelectronics,Server Networking,4,0.739,0.808,0.0,27,+,True
